label,origin_pred,pred_eps=4.0
97,72,72
42,21,21
96,33,44
47,47,96
22,84,84
1,1,1
46,45,45
78,99,99
72,31,31
93,32,32
85,85,85
18,91,91
63,63,27
65,65,80
25,25,5
44,44,79
2,32,32
86,16,16
45,44,44
59,59,59
2,2,2
54,54,70
11,35,35
56,56,56
75,75,37
47,47,96
76,76,30
20,20,20
48,41,41
97,97,97
9,9,9
45,81,81
38,38,33
84,84,20
3,3,75
36,36,50
43,43,88
84,84,26
18,18,99
6,6,82
9,69,69
72,72,66
38,38,19
6,6,82
75,75,75
15,15,15
29,29,29
35,35,11
25,20,20
95,95,30
3,3,21
58,31,31
74,50,50
44,27,90
83,83,83
91,91,39
74,27,27
86,78,78
25,25,74
38,44,44
58,58,58
36,36,36
90,90,81
8,8,48
49,1,1
65,42,42
95,95,48
92,90,90
14,14,62
81,81,90
0,25,25
58,58,58
96,96,33
1,1,1
61,61,10
59,59,59
21,21,21
60,60,60
89,89,25
82,82,82
10,44,44
80,80,3
52,52,52
65,65,64
55,72,86
32,32,32
77,77,51
69,69,60
26,26,51
42,42,42
79,93,93
46,11,11
20,20,20
38,38,79
52,59,59
15,15,25
7,56,28
65,19,19
63,63,51
96,52,52
26,11,11
29,15,15
3,66,66
79,8,8
39,39,39
30,30,27
99,99,99
2,5,5
8,52,52
19,38,38
52,96,96
69,40,40
58,58,58
54,93,93
82,82,82
3,3,74
82,43,43
93,93,30
70,70,61
99,99,27
21,21,21
17,17,15
56,59,59
64,64,64
74,74,66
1,1,51
62,92,92
61,61,10
85,85,25
78,78,15
58,58,13
28,10,22
53,53,53
74,44,44
47,47,47
5,5,25
34,64,64
81,81,56
64,64,27
77,18,18
30,73,67
66,66,37
4,74,74
45,45,1
30,30,93
98,46,46
44,44,18
95,45,45
87,87,22
63,63,72
87,87,25
26,93,93
41,41,41
70,70,92
22,36,34
21,21,31
32,32,15
90,90,90
36,35,35
85,85,91
74,50,36
87,87,22
21,21,85
87,87,87
71,71,71
53,92,92
27,27,72
63,74,74
1,1,70
8,8,32
93,50,50
98,98,86
61,61,61
88,88,42
37,90,90
10,10,10
83,83,9
91,55,55
85,85,58
34,80,80
24,24,24
50,74,74
49,60,60
12,12,81
28,28,28
74,74,50
44,6,6
58,81,81
45,44,44
87,87,87
79,55,55
32,32,93
14,14,16
47,47,96
31,3,4
77,77,2
59,96,96
60,49,49
71,71,71
25,25,87
67,67,73
81,81,81
98,11,11
54,54,70
67,67,32
17,17,17
21,21,21
1,1,1
88,42,42
21,21,3
77,77,10
95,95,55
91,91,91
12,12,17
15,15,42
82,82,82
22,22,22
16,16,39
66,66,66
25,5,5
1,41,41
29,29,38
29,29,34
73,73,30
27,32,32
81,81,90
63,63,3
53,53,53
23,73,73
13,13,81
86,86,86
44,42,42
71,71,71
28,28,28
75,75,75
98,46,46
64,62,62
79,79,45
16,16,16
8,8,48
77,7,7
22,22,22
81,13,13
87,87,12
10,83,83
65,79,79
62,62,62
49,49,17
70,70,70
57,57,57
74,7,7
64,27,27
40,40,40
91,91,91
23,23,28
13,13,89
80,78,78
6,6,14
42,42,42
46,98,98
30,30,95
95,72,72
35,35,11
5,36,36
41,38,38
36,36,2
59,59,89
12,12,76
43,43,43
86,86,86
97,97,97
53,53,53
50,50,32
80,64,64
3,3,21
61,61,10
20,20,20
22,22,10
57,57,86
25,25,39
71,71,23
55,55,3
68,68,68
20,20,20
33,49,49
67,67,32
87,87,86
16,16,84
41,41,41
66,72,72
44,55,55
25,12,12
63,64,64
1,92,92
15,15,15
42,42,44
6,92,92
85,85,58
8,8,84
2,2,35
5,5,65
45,45,6
5,5,32
71,73,73
56,56,56
99,99,99
73,99,99
78,99,99
2,2,11
76,76,76
50,50,11
30,30,95
53,53,53
91,93,93
81,68,68
65,27,27
92,92,70
23,23,20
11,35,98
95,13,13
40,40,40
30,74,74
62,62,62
35,98,98
23,23,23
78,78,78
96,96,33
67,67,67
36,36,64
8,8,8
15,15,84
4,4,4
80,80,54
27,74,74
60,60,60
7,6,6
54,23,23
48,48,48
16,16,16
57,57,57
94,94,94
30,30,91
92,92,54
43,43,36
62,62,1
58,13,13
19,19,3
23,23,71
38,38,55
28,28,40
96,96,33
95,95,30
10,10,22
99,99,67
86,86,86
53,53,53
89,48,48
11,25,25
52,96,96
58,58,13
54,54,97
85,85,85
74,63,63
72,66,66
82,62,62
72,72,63
73,69,69
43,43,98
37,37,31
34,27,18
47,47,47
52,52,47
40,84,84
53,53,53
45,42,42
8,33,33
83,92,92
3,3,21
90,90,37
40,40,87
28,95,95
53,53,53
32,68,68
59,59,52
4,33,33
33,33,94
62,92,92
89,89,58
44,44,79
12,12,69
4,55,55
89,89,19
98,35,35
78,78,35
82,82,82
91,91,18
31,31,15
91,91,91
47,47,96
9,9,9
73,73,73
69,69,69
36,36,36
57,45,45
91,58,58
95,95,73
37,37,84
61,61,61
83,83,45
69,69,69
11,46,46
80,22,40
76,76,16
31,33,79
10,10,10
90,90,3
98,35,35
94,94,94
24,24,24
39,39,76
1,1,14
33,33,96
29,27,27
29,29,15
7,7,79
39,54,54
15,65,65
99,39,39
3,3,31
41,41,41
66,66,66
80,80,97
27,27,27
45,45,29
55,74,74
32,32,46
5,5,20
45,89,89
9,9,9
72,26,26
33,33,76
38,19,19
40,2,2
24,24,7
59,56,56
65,65,38
46,46,11
38,42,66
23,23,23
39,39,39
25,25,87
97,97,97
66,84,73
46,16,16
52,96,96
29,42,42
56,56,56
98,98,11
82,82,62
41,80,80
38,68,68
51,51,91
79,67,67
19,34,34
18,18,18
95,73,73
64,64,64
78,44,44
96,96,47
49,49,49
64,64,50
40,11,11
36,36,36
97,97,97
40,28,28
45,45,83
49,49,49
62,62,62
10,95,95
56,52,96
4,4,85
77,18,18
81,81,81
91,91,91
5,5,81
87,87,87
3,3,75
50,50,74
80,72,72
86,86,86
89,89,41
17,17,17
12,12,37
80,97,97
72,3,3
79,24,24
67,50,50
40,40,25
13,13,13
98,98,35
37,37,58
21,98,98
76,76,76
32,63,63
59,59,59
49,49,12
30,30,30
60,33,33
80,80,43
51,51,6
66,66,55
87,87,23
38,38,55
63,21,21
53,53,53
4,4,55
48,48,8
24,24,24
13,13,58
31,31,31
29,45,45
84,84,11
46,46,2
61,61,61
24,24,7
34,34,6
98,46,46
45,83,83
99,44,44
27,27,55
51,51,51
91,91,91
0,0,83
72,63,63
50,50,63
57,57,57
4,4,80
60,60,60
81,81,37
86,86,86
9,81,81
11,11,88
92,91,91
99,99,99
77,77,55
57,57,57
14,14,83
2,2,35
70,70,70
69,69,69
69,69,69
32,91,91
79,79,59
44,44,78
58,58,13
0,0,0
20,20,87
7,6,6
45,55,55
82,82,82
79,79,66
58,85,85
73,95,95
58,13,13
75,75,7
85,85,89
55,55,77
70,70,62
29,44,44
97,97,84
11,46,46
53,62,62
37,37,90
73,73,30
28,28,9
86,50,34
50,27,78
24,24,24
31,91,91
95,95,55
1,1,62
2,2,35
36,50,50
59,52,52
99,99,99
55,27,27
85,85,85
0,0,0
23,23,71
64,4,4
82,51,51
62,62,62
31,31,3
86,86,86
57,0,0
72,72,66
73,73,91
42,63,63
91,1,1
84,84,37
85,27,27
90,90,17
69,69,69
82,82,82
21,21,21
89,89,90
68,68,90
68,68,68
76,76,76
31,31,55
58,58,13
8,8,8
37,81,81
13,13,81
30,30,95
78,78,66
43,88,84
33,96,96
99,71,71
42,27,27
12,12,17
92,62,70
8,8,79
82,82,82
78,99,99
97,42,29
62,62,70
74,50,50
4,4,33
69,12,12
29,3,3
97,15,15
74,80,80
56,56,96
18,27,27
74,14,14
3,93,93
95,95,95
54,54,54
53,53,57
45,84,84
16,16,94
73,73,30
29,29,34
33,79,79
6,88,88
86,86,22
19,19,31
97,97,64
4,4,74
9,21,21
53,53,57
89,89,25
18,18,77
87,5,5
26,10,10
49,49,49
11,11,32
14,18,44
65,77,77
83,83,70
3,21,21
27,27,27
30,95,95
52,52,59
74,74,50
29,96,96
96,42,42
90,90,90
14,77,77
77,77,46
65,36,43
7,7,44
75,75,51
27,27,30
16,16,16
30,30,30
50,38,90
83,83,83
14,38,38
51,51,51
42,42,36
70,70,1
