label,origin_pred,pred_eps=8.0,pred_eps=4.0
22,12,12,12
38,30,30,27
47,52,52,52
24,24,35,98
3,3,4,4
54,54,70,54
85,85,13,13
65,61,61,61
75,75,39,25
4,63,63,63
80,65,65,63
76,33,33,33
92,92,57,92
84,65,65,38
61,61,16,16
31,15,15,15
66,66,63,63
39,39,45,39
29,44,44,44
35,35,93,35
91,91,44,91
64,72,72,72
7,7,93,44
80,80,77,77
96,89,89,89
89,89,90,90
83,83,53,53
32,1,1,1
1,1,39,39
85,8,8,8
75,75,93,3
9,9,11,9
25,25,33,90
87,87,84,25
59,59,33,68
38,38,78,65
82,82,33,56
27,55,55,55
6,6,14,6
26,45,45,45
34,65,65,65
14,14,18,14
14,14,93,44
46,11,11,2
70,70,54,54
17,37,37,37
84,84,25,45
97,97,27,80
49,95,95,95
69,69,63,73
59,59,33,33
50,50,44,38
86,86,18,39
61,16,16,16
40,11,11,45
66,66,78,42
50,64,64,64
29,29,34,34
49,49,23,71
26,45,45,45
53,53,47,53
73,73,23,73
85,85,18,19
46,46,51,2
81,25,25,71
25,84,84,84
68,44,44,44
71,71,23,95
14,14,1,14
87,87,63,86
37,37,12,37
86,86,72,86
72,38,38,38
28,28,42,40
93,93,44,32
62,62,63,1
72,90,90,90
41,41,90,58
98,98,35,46
51,51,78,50
46,46,51,11
36,36,10,36
20,20,25,20
57,57,51,57
1,1,72,1
96,96,78,59
16,61,61,61
38,38,45,34
59,59,52,52
85,81,81,81
95,95,93,95
23,23,33,49
14,14,42,42
53,57,57,57
50,50,31,74
2,2,25,25
9,9,2,36
42,42,72,51
21,21,4,98
12,12,73,12
73,73,10,87
29,29,34,34
81,81,90,94
63,63,2,67
64,93,93,93
89,89,85,85
97,66,66,66
63,63,7,7
84,16,16,16
84,86,86,86
6,6,45,79
3,97,97,97
9,65,65,65
44,29,29,29
7,7,24,24
39,39,78,57
1,1,10,67
68,68,60,60
83,62,62,62
71,71,60,60
69,69,39,95
84,84,91,20
23,23,73,23
51,80,80,80
40,40,74,40
63,80,80,80
17,17,49,49
31,31,19,31
48,48,78,48
48,48,8,8
2,2,45,84
50,27,27,27
66,66,97,66
98,79,79,79
44,44,78,38
12,12,49,49
14,78,78,78
56,56,23,56
58,58,89,58
70,70,62,70
85,85,90,85
70,70,62,70
94,94,82,94
41,41,90,41
97,97,64,97
5,5,10,5
80,80,33,63
15,15,45,15
62,62,1,1
2,2,35,35
58,58,13,58
56,56,59,59
13,89,89,89
72,57,57,72
97,97,33,21
25,25,11,11
87,84,84,84
19,72,72,72
92,53,53,53
24,7,7,24
34,38,38,63
93,55,55,55
45,26,26,26
78,78,48,48
68,68,78,68
89,90,90,67
31,31,42,31
73,67,67,67
85,29,29,29
50,36,36,70
95,95,55,95
80,80,32,80
96,96,33,33
76,76,67,76
32,32,11,46
77,77,51,82
19,19,18,31
59,59,96,96
84,84,40,40
48,48,8,48
10,84,84,27
32,32,33,99
98,35,35,35
33,33,59,59
69,40,40,40
14,14,62,14
69,69,93,76
36,36,93,36
72,72,81,90
65,65,64,64
94,94,5,5
86,86,95,86
64,55,55,55
16,16,13,94
90,90,89,90
56,56,6,6
4,4,65,65
96,47,47,47
83,19,19,19
71,71,60,60
51,51,42,51
41,98,98,98
65,41,41,41
61,61,22,22
63,74,74,74
96,96,33,33
62,62,70,62
85,85,89,85
74,74,50,50
57,57,82,0
23,23,32,39
20,20,78,84
38,38,93,65
15,15,19,15
25,5,5,18
72,77,77,77
62,62,70,70
37,37,3,17
62,62,70,70
15,15,93,29
47,47,96,96
75,75,27,55
26,26,62,45
28,28,10,28
27,27,78,74
37,37,33,84
58,58,81,13
46,99,99,99
48,48,8,48
52,47,47,47
79,79,27,54
71,71,18,71
7,7,24,7
60,60,33,33
60,60,44,82
38,38,78,63
49,49,23,49
62,70,70,70
0,0,35,0
19,19,15,15
46,46,33,2
90,90,55,55
5,25,25,25
22,22,16,22
34,26,26,26
75,75,74,55
41,41,48,41
65,65,39,39
51,51,78,44
65,65,75,75
46,46,98,46
1,1,45,36
14,77,77,77
17,17,37,17
65,65,78,65
98,35,35,35
45,45,32,6
14,14,1,1
90,90,37,81
35,65,65,65
30,30,18,27
8,8,78,8
21,21,66,66
28,28,36,28
18,18,41,27
65,75,75,75
32,32,35,32
34,34,63,34
48,48,9,9
75,75,14,14
29,1,1,1
92,62,62,62
76,76,59,76
30,30,73,95
93,27,27,27
4,4,42,65
37,37,84,84
82,82,62,82
9,9,81,16
11,11,2,2
54,54,45,54
8,8,99,8
43,43,96,3
67,67,96,32
30,59,59,75
8,8,12,8
40,40,51,51
53,53,39,53
1,1,23,18
93,51,51,51
26,26,91,91
93,93,72,72
6,6,59,34
87,87,5,94
22,98,98,98
91,44,44,44
24,24,6,24
75,75,65,75
34,34,33,37
86,86,7,86
8,8,78,8
8,8,48,48
42,42,74,74
51,51,33,33
94,16,16,16
81,81,89,13
18,83,83,83
85,85,24,41
48,48,8,48
35,35,40,11
20,26,26,26
50,29,29,29
19,31,31,31
55,55,3,3
26,26,45,26
64,64,78,72
78,4,4,4
15,15,19,19
72,55,55,55
93,93,73,69
65,74,74,74
95,30,30,30
87,87,10,86
72,72,93,55
35,35,30,30
27,77,77,77
36,36,26,36
97,97,91,50
73,73,91,30
35,35,2,46
12,71,71,71
24,24,7,7
70,70,92,92
4,63,63,63
26,26,93,77
71,71,33,33
34,88,88,88
67,67,73,73
20,5,5,5
85,58,58,58
74,74,93,74
99,99,63,73
92,62,62,62
99,99,51,51
21,21,46,21
50,50,27,36
36,36,27,50
82,82,6,92
95,95,73,73
71,71,18,12
61,61,10,10
23,23,39,23
15,31,31,31
77,77,63,38
40,40,74,29
74,74,67,67
25,25,96,25
19,19,31,19
67,1,1,1
6,6,77,24
61,51,51,51
68,68,33,68
46,46,27,21
5,5,18,25
10,10,67,10
11,2,2,2
41,41,89,89
55,55,93,55
96,47,47,47
57,57,51,51
30,30,91,91
96,31,31,31
88,88,42,88
92,92,53,53
72,25,25,25
51,51,96,51
19,19,34,34
40,40,32,32
2,73,73,1
76,76,39,76
54,54,70,70
22,22,10,22
68,68,33,68
70,70,51,77
0,0,70,83
5,5,74,84
42,42,74,88
11,46,46,46
61,61,13,13
88,30,30,30
67,67,33,67
77,7,7,7
34,34,88,88
29,32,32,69
97,3,3,19
13,13,58,58
29,29,44,38
8,8,79,8
15,14,14,14
70,61,61,61
29,29,34,29
19,19,18,19
40,16,16,16
47,52,52,52
8,8,46,46
50,50,93,80
26,91,91,91
89,85,85,85
58,58,90,90
86,87,87,11
85,85,84,84
61,61,10,10
96,96,59,59
75,75,85,85
80,80,38,38
95,95,33,23
17,90,90,90
93,40,40,40
80,72,72,72
3,37,37,37
53,53,51,53
23,23,39,23
55,78,78,78
27,42,42,42
40,99,99,99
9,9,63,63
42,42,78,88
50,44,44,27
92,92,1,0
87,86,86,86
43,43,59,97
42,42,44,44
79,79,34,34
52,52,47,47
9,9,10,9
32,75,75,75
42,7,7,7
57,57,11,57
56,56,33,37
99,99,10,99
57,57,99,32
81,81,13,81
9,9,34,9
70,0,0,0
51,78,78,78
50,50,47,36
42,42,78,44
10,10,63,67
70,68,68,68
40,40,10,10
40,40,5,84
63,93,93,93
50,74,74,74
19,19,72,38
62,62,63,62
28,28,42,63
94,94,40,20
52,52,59,47
86,86,7,86
98,40,40,55
13,13,58,13
70,70,54,54
9,9,46,57
19,15,15,15
15,55,55,55
68,68,91,49
66,66,27,64
24,24,44,44
63,63,33,72
56,56,79,56
60,60,23,68
12,12,23,12
53,53,83,83
36,64,64,64
98,11,11,11
20,20,40,20
92,62,62,62
24,24,7,24
16,16,88,16
26,26,24,26
12,58,58,90
33,33,49,49
45,45,88,79
71,71,23,23
61,22,22,22
30,30,73,73
45,45,26,57
75,75,66,75
94,94,5,5
29,29,4,64
48,48,8,8
97,97,51,97
95,67,67,73
12,12,49,49
80,51,51,51
63,63,93,63
85,85,34,89
33,33,96,96
23,23,73,23
32,57,57,57
46,46,11,11
70,70,51,51
51,51,93,93
8,8,49,12
29,74,74,74
56,56,47,56
11,11,78,11
60,60,33,60
48,48,8,8
21,21,42,55
21,21,75,64
60,60,33,60
56,56,47,56
63,63,33,44
42,34,34,34
33,96,96,96
79,79,36,23
17,17,37,37
20,20,40,20
16,16,9,9
7,24,24,41
91,91,51,51
34,43,43,43
14,14,88,14
92,92,62,62
6,6,45,7
89,8,8,8
13,13,81,13
85,85,33,31
96,96,47,47
27,27,45,42
81,81,16,81
63,63,33,63
59,59,18,18
10,61,61,61
78,15,15,15
18,24,24,24
53,53,67,53
17,17,67,17
27,27,93,93
43,43,97,97
61,67,67,67
54,54,39,54
25,94,94,94
79,79,14,14
68,68,10,68
31,31,96,74
69,69,80,12
64,64,93,64
83,83,10,22
41,41,90,41
23,71,71,71
35,21,21,21
96,37,37,37
20,20,5,20
87,87,5,5
90,90,81,90
52,52,47,47
26,26,45,66
83,83,45,83
67,38,38,38
20,20,39,20
20,20,13,13
7,7,11,11
83,83,16,83
27,67,67,72
45,45,25,83
68,68,33,68
93,93,39,64
86,86,18,12
12,12,17,17
60,60,33,69
73,45,45,45
99,99,38,99
1,1,18,18
92,70,70,70
80,44,44,44
26,26,51,26
58,58,4,4
88,88,42,88
97,97,63,63
88,88,42,88
19,19,2,80
34,3,3,3
23,71,71,71
19,19,77,80
13,48,48,48
44,10,10,10
48,48,8,48
58,58,16,13
16,16,39,87
63,63,45,4
80,19,19,19
55,71,71,73
4,4,63,74
32,1,1,1
46,55,55,55
98,98,45,46
32,32,46,32
45,70,70,70
87,87,16,94
97,38,38,38
12,83,83,83
8,35,35,35
45,45,24,45
92,92,62,62
31,31,15,38
62,62,45,92
61,10,10,10
89,89,58,89
62,92,92,92
78,61,61,61
83,83,53,53
45,26,26,26
85,85,27,26
28,28,63,40
37,37,81,37
54,54,70,54
30,97,97,97
95,95,93,95
7,7,14,14
59,59,71,71
24,24,7,24
94,94,10,5
7,7,80,7
94,94,54,16
94,94,33,5
11,2,2,2
42,42,10,80
65,65,96,33
47,52,52,52
40,86,86,86
38,38,97,97
4,80,80,80
80,80,88,97
82,82,62,82
46,34,34,34
75,75,51,51
51,93,93,93
74,74,78,50
34,34,88,80
5,5,78,25
85,59,59,59
30,30,73,73
74,74,18,24
22,22,61,22
95,95,19,19
81,81,90,81
92,92,1,1
91,74,74,74
52,52,47,47
51,57,57,57
44,44,18,18
62,92,92,10
65,65,55,65
76,40,40,36
84,84,17,84
0,0,70,0
43,80,80,80
48,48,19,15
67,32,32,32
62,62,14,14
89,89,37,37
83,83,1,53
18,44,44,44
31,90,90,90
19,19,42,19
8,48,48,48
68,68,59,59
97,72,72,72
3,3,63,63
83,83,57,57
70,92,92,92
39,9,9,83
0,0,39,0
86,40,40,40
77,51,51,51
58,58,13,41
19,97,97,27
89,15,15,15
90,90,93,90
81,81,63,90
61,61,10,61
41,41,90,90
80,66,66,66
52,52,47,47
66,97,97,97
68,68,90,68
80,80,42,97
43,43,4,4
11,46,46,46
25,25,65,65
27,55,55,55
35,35,98,35
50,50,63,74
88,88,43,88
14,14,63,63
75,75,18,72
53,53,82,53
3,3,93,31
5,5,44,5
35,98,98,98
82,82,24,82
7,7,24,7
90,90,31,37
61,61,28,36
7,7,79,79
91,91,33,18
1,1,70,41
5,5,27,5
17,37,37,37
72,72,11,72
41,41,8,41
94,94,47,94
33,33,78,45
67,50,50,64
33,33,8,39
39,39,25,39
23,23,67,23
6,6,93,90
31,31,42,34
63,63,10,63
71,71,18,24
67,67,78,67
93,45,45,45
84,84,10,10
46,11,11,11
74,74,63,66
33,49,49,49
77,77,27,85
65,65,30,88
50,50,74,50
98,11,11,11
51,51,10,40
72,78,78,78
36,36,63,36
3,95,95,95
41,41,24,41
47,59,59,59
54,54,6,54
87,81,81,81
37,37,13,37
75,75,7,3
74,74,93,55
71,71,33,49
14,90,90,2
57,0,0,51
9,9,63,9
44,44,78,78
57,57,18,57
83,83,70,83
45,45,78,78
61,22,22,22
52,52,59,96
63,63,45,45
89,89,33,13
10,22,22,22
85,85,12,85
39,39,25,39
7,7,62,18
25,25,82,20
98,98,35,35
74,57,57,57
70,70,54,70
70,54,54,54
49,49,23,49
70,70,47,92
87,87,90,87
90,89,89,89
15,38,38,38
65,74,74,63
97,97,93,55
36,36,33,50
83,83,57,83
82,82,83,83
51,88,88,88
32,46,46,46
7,7,26,38
74,74,7,78
80,44,44,44
2,2,11,2
28,9,9,9
78,91,91,91
40,40,63,67
36,36,27,65
91,72,72,72
91,91,27,27
99,78,78,78
73,73,23,67
24,9,9,63
83,83,0,0
42,96,96,96
92,28,28,28
90,90,81,12
50,50,7,74
82,82,62,82
24,24,39,24
65,65,42,38
16,16,10,16
40,84,84,5
39,39,27,39
7,7,44,44
31,63,63,63
10,10,23,10
51,51,5,36
96,96,51,51
51,77,77,77
29,29,44,37
66,66,74,74
83,57,57,53
30,30,72,73
84,84,18,12
29,27,27,27
5,5,24,24
10,91,91,91
53,53,32,53
74,74,27,74
72,72,39,3
34,15,15,15
15,15,3,3
44,44,80,80
25,5,5,5
66,66,58,55
10,77,77,77
55,4,4,4
48,48,55,48
95,73,73,73
63,63,7,72
64,97,97,97
77,77,26,26
3,3,2,63
13,13,81,81
18,18,6,18
92,92,45,92
55,55,47,72
13,13,58,13
30,74,74,74
29,29,26,29
91,91,90,90
91,91,44,91
61,61,99,99
75,75,7,7
58,37,37,37
60,71,71,71
70,70,54,54
46,46,35,35
52,52,47,52
94,94,42,94
89,89,45,41
90,90,96,90
56,59,59,59
57,57,44,83
43,43,88,3
60,60,82,82
45,45,35,25
30,30,95,95
59,59,33,63
78,78,26,45
6,6,63,97
80,65,65,33
80,80,65,72
54,54,92,54
83,99,99,99
60,60,23,49
76,69,69,69
92,65,65,65
18,18,45,18
14,14,45,48
26,26,61,10
9,9,11,9
81,90,90,90
85,85,33,23
32,32,42,32
63,63,41,63
43,43,47,23
56,56,73,73
87,87,89,87
78,99,99,99
45,44,44,44
99,99,10,99
70,70,32,92
8,8,46,5
12,12,90,90
65,65,34,34
80,80,84,50
58,90,90,90
17,17,37,37
39,39,23,23
53,53,82,53
66,66,27,64
48,48,8,48
25,20,20,20
88,34,34,34
32,89,89,89
97,67,67,67
87,98,98,98
37,17,17,49
40,40,77,41
91,18,18,18
16,16,12,22
27,27,18,4
33,33,59,85
86,16,16,16
89,89,90,89
5,5,63,63
76,69,69,69
83,83,7,83
74,74,63,50
85,39,39,39
24,24,7,7
93,72,72,72
32,32,34,72
76,76,42,76
45,91,91,18
5,46,46,46
52,52,47,47
46,46,2,2
72,72,45,44
40,40,15,40
58,58,85,85
84,84,39,84
6,6,62,82
91,91,33,91
38,38,93,63
35,35,51,51
66,66,75,75
25,41,41,9
79,30,30,64
57,53,53,53
23,23,67,23
14,14,67,14
15,80,80,80
86,86,93,86
75,75,7,74
45,45,91,91
6,6,35,18
22,22,50,61
33,96,96,96
76,76,73,76
52,52,59,59
41,41,34,90
90,49,49,49
22,22,61,22
34,34,44,36
45,45,26,26
66,66,78,48
7,7,24,24
95,30,30,30
11,98,98,98
1,1,26,26
23,23,73,23
3,3,67,3
22,87,87,16
5,5,77,25
80,80,8,38
93,93,39,93
27,18,18,18
86,39,39,39
69,69,44,44
92,62,62,62
53,53,7,53
54,91,91,91
63,4,4,4
18,18,77,77
84,84,44,84
66,99,99,99
8,8,40,46
59,96,96,96
8,8,26,5
42,88,88,88
62,62,1,62
29,29,34,34
30,30,79,55
73,30,30,67
2,2,63,67
96,33,33,33
39,87,87,87
4,4,63,55
22,34,34,34
45,45,78,18
83,83,60,60
58,58,45,90
73,73,93,30
18,18,93,78
84,84,40,84
4,4,77,77
5,5,44,5
2,45,45,45
18,18,14,14
23,23,73,23
29,29,74,93
85,85,26,84
34,34,45,88
42,42,93,90
16,16,70,16
86,86,6,16
65,79,79,79
95,95,72,72
45,45,63,64
97,97,64,10
0,0,13,83
20,28,28,28
46,32,32,32
44,44,55,55
86,86,25,25
92,92,54,54
29,29,44,44
85,85,84,85
82,82,74,82
91,91,18,1
82,82,6,82
17,17,33,37
38,43,43,43
58,58,18,44
12,12,90,12
26,26,51,26
54,54,35,35
28,28,44,22
58,58,75,2
79,79,45,6
1,1,36,1
4,88,88,88
95,30,30,30
10,65,65,65
3,3,81,81
33,33,96,49
23,23,78,77
91,91,61,61
73,73,14,75
1,1,26,1
1,1,62,62
35,98,98,98
10,62,62,62
19,19,34,19
88,88,42,34
11,11,46,11
29,29,4,26
56,56,97,56
0,0,18,0
54,54,70,54
61,61,18,99
20,7,7,7
13,13,37,89
17,17,23,60
53,53,62,53
89,89,81,89
18,18,45,18
81,81,90,90
6,6,45,6
96,96,33,47
41,41,48,48
26,26,51,77
26,26,79,79
25,25,33,25
60,60,23,69
22,22,45,25
73,3,3,3
4,74,74,74
47,47,33,87
24,24,6,6
18,90,90,90
78,74,74,74
17,17,63,17
7,7,77,24
0,0,10,0
87,87,45,5
26,44,44,44
95,73,73,73
14,14,88,88
56,56,96,96
18,39,39,39
12,12,73,69
54,54,26,54
21,80,80,80
79,79,78,44
8,8,22,8
43,43,33,97
39,39,59,55
24,51,51,51
40,40,22,40
53,53,14,83
35,35,98,98
21,72,72,72
31,31,33,23
8,8,31,48
57,57,1,57
33,33,96,33
82,88,88,88
35,35,11,11
6,6,89,24
5,94,94,94
40,98,98,98
65,65,36,36
22,22,26,22
16,16,10,16
64,66,66,66
57,57,45,29
98,98,24,2
64,66,66,66
88,88,42,88
55,55,80,80
58,58,89,58
27,26,26,26
36,36,93,50
13,13,81,81
91,91,73,91
84,84,45,84
9,9,2,9
5,8,8,8
9,40,40,40
65,65,93,75
85,85,63,12
70,70,62,70
59,59,96,96
93,7,7,7
2,2,63,32
59,59,33,52
79,79,36,26
70,70,62,70
34,34,51,43
97,97,64,34
86,39,39,2
49,49,27,23
18,44,44,44
55,55,29,29
70,70,62,62
73,21,21,21
38,38,15,15
34,34,78,34
61,61,67,61
69,69,77,69
37,37,81,81
64,27,27,27
24,24,7,24
3,3,33,15
78,78,99,78
74,75,75,75
33,32,32,32
35,98,98,98
1,1,93,1
84,84,45,45
22,22,78,10
86,86,39,25
4,4,64,55
91,91,32,91
13,58,58,58
90,90,63,12
68,68,10,68
60,60,18,60
84,84,45,27
0,0,47,26
34,34,45,38
18,22,22,70
32,93,93,93
92,92,70,70
14,14,7,7
96,49,49,49
35,35,14,46
86,28,28,28
3,3,34,34
89,89,58,89
79,44,44,18
15,15,96,63
66,66,78,84
35,46,46,46
50,50,7,66
12,12,42,37
41,41,24,41
31,31,27,4
34,84,84,84
93,93,10,10
84,84,44,44
26,3,3,3
74,74,78,43
78,77,77,77
50,50,36,36
57,57,77,51
54,54,40,54
2,2,46,46
95,73,73,73
44,44,78,78
66,66,91,66
60,60,96,60
26,34,34,34
58,58,89,58
82,82,62,82
67,67,44,50
98,83,83,83
89,89,90,90
28,28,84,10
55,55,33,64
95,95,12,95
76,76,40,69
60,60,18,71
76,76,16,16
91,91,34,91
37,37,78,93
2,2,10,10
3,3,63,4
62,62,70,62
43,43,44,42
91,91,44,91
48,48,41,48
63,63,33,80
34,34,63,44
56,42,42,42
34,34,42,97
53,53,14,14
3,21,21,21
28,28,39,40
8,8,48,48
40,40,18,99
44,45,45,45
33,96,96,96
61,61,10,10
60,60,96,60
73,73,91,67
61,61,32,32
26,26,45,79
59,64,64,64
4,63,63,44
49,49,73,49
92,92,47,92
92,92,70,70
6,45,45,45
72,57,57,57
86,25,25,76
18,18,96,80
20,20,44,20
55,55,63,63
0,0,2,2
85,85,81,81
75,66,66,64
18,55,55,55
23,23,39,72
74,55,55,55
95,95,30,95
81,81,90,81
58,58,24,63
73,73,93,30
60,60,25,71
21,21,45,98
14,62,62,62
19,3,3,3
87,87,11,46
47,47,33,51
79,79,36,26
90,90,33,13
75,75,63,66
73,91,91,93
15,15,63,38
41,41,89,48
39,39,78,39
99,99,12,99
11,33,33,33
94,94,16,37
45,45,24,45
91,91,65,75
36,36,26,50
77,77,33,1
3,44,44,44
75,75,17,20
92,92,1,62
94,94,42,11
61,61,22,61
50,36,36,64
38,38,19,19
12,12,67,69
1,1,93,78
0,0,51,53
30,30,95,95
84,84,10,84
98,98,46,46
29,29,74,29
7,7,24,79
18,18,33,18
48,48,8,48
89,87,87,87
91,91,74,91
84,84,11,6
63,29,29,27
62,62,70,70
31,31,19,19
40,40,11,51
55,46,46,46
30,30,71,4
61,61,32,22
86,86,10,10
47,96,96,96
33,96,96,96
11,72,72,63
25,20,20,10
14,14,18,18
28,28,42,40
75,75,64,55
11,35,35,35
81,81,90,81
61,22,22,22
73,73,93,93
79,79,26,79
5,5,44,84
88,88,33,33
56,59,59,2
81,81,90,90
31,33,33,33
84,84,20,20
69,69,67,76
30,30,95,95
6,6,82,6
68,68,39,90
70,92,92,92
12,16,16,16
74,74,42,66
7,7,78,33
21,80,80,80
55,77,77,77
71,71,23,60
5,5,91,32
14,14,72,86
48,48,8,48
18,18,78,78
0,0,10,0
70,70,92,92
38,38,72,72
26,78,78,78
24,24,7,7
69,69,72,95
16,86,86,86
9,9,54,40
42,42,45,88
41,41,7,41
39,39,93,23
27,27,4,27
0,0,39,0
70,92,92,92
85,85,26,26
9,9,42,86
43,43,42,38
79,79,36,79
77,55,55,55
75,75,64,75
74,74,63,4
80,80,96,38
42,42,78,63
67,45,45,45
8,15,15,15
0,0,10,10
36,36,78,36
89,89,45,5
43,43,4,4
46,46,98,98
69,69,63,95
56,56,51,31
42,42,31,63
10,10,22,78
71,71,23,23
98,98,35,21
55,55,64,64
40,40,65,99
16,16,25,87
0,0,45,0
21,21,78,78
2,2,45,35
1,1,91,1
64,63,63,63
52,47,47,47
43,43,78,88
83,83,62,92
65,65,93,55
68,68,39,68
18,18,93,78
1,1,63,34
25,73,73,73
96,96,33,52
46,98,98,98
47,96,96,96
90,90,55,90
2,2,35,35
28,28,77,51
37,37,49,49
61,61,22,22
31,31,33,31
77,14,14,14
4,55,55,66
92,92,6,6
38,38,59,97
93,93,16,30
28,40,40,51
39,39,25,39
18,18,7,7
41,41,72,41
44,44,39,78
49,49,39,49
1,54,54,54
11,11,70,11
19,97,97,97
91,91,45,91
82,82,62,82
4,4,47,74
60,60,33,60
34,44,44,44
56,56,59,56
19,25,25,25
32,32,91,91
74,66,66,66
87,16,16,33
99,99,18,99
72,73,73,49
98,98,27,99
8,96,96,96
58,58,81,13
93,93,73,73
87,87,7,87
87,98,98,11
24,24,63,24
35,2,2,2
43,43,51,82
52,47,47,47
6,6,82,6
4,4,73,95
33,27,27,27
8,8,78,8
63,4,4,4
26,26,1,26
34,34,1,34
39,39,95,95
97,97,27,66
47,96,96,37
75,75,7,7
33,33,63,96
87,87,18,12
49,49,60,60
46,46,35,98
16,16,66,16
33,33,76,33
76,76,10,76
41,41,81,41
97,36,36,59
8,8,98,98
75,75,38,96
17,17,63,17
80,55,55,55
93,93,18,93
27,78,78,18
4,4,45,63
41,41,82,14
49,60,60,60
30,30,73,73
31,55,55,55
21,21,3,3
77,77,1,14
90,90,33,81
54,54,92,92
87,87,10,76
86,86,63,86
37,37,17,37
47,47,33,52
66,66,65,65
2,2,35,2
73,73,23,73
55,55,27,55
25,25,66,78
62,62,70,62
26,26,78,78
19,65,65,65
28,28,39,28
15,15,29,15
14,1,1,1
59,59,85,96
69,17,17,17
45,45,83,45
92,92,70,92
39,39,41,39
42,42,97,97
58,58,91,91
49,49,45,17
48,48,90,91
44,44,78,78
71,71,23,71
48,48,6,48
69,69,63,95
9,40,40,73
77,43,43,43
25,16,16,88
35,46,46,32
23,71,71,71
66,66,42,97
66,66,45,66
88,28,28,28
82,82,70,82
1,1,2,2
39,39,73,30
88,88,42,88
93,93,64,29
82,82,93,82
7,7,14,14
17,17,74,69
56,56,96,96
40,40,59,93
70,70,78,99
1,1,77,77
68,68,12,12
59,52,52,52
69,69,61,69
45,45,26,26
16,16,82,16
6,6,62,62
85,85,59,85
12,12,39,68
99,99,78,99
88,88,33,88
40,40,51,51
68,68,60,68
36,36,78,36
23,71,71,71
17,17,10,12
13,89,89,89
20,25,25,25
46,46,45,32
75,75,63,66
61,22,22,22
70,70,62,62
58,58,48,89
42,34,34,34
51,51,62,51
75,75,45,75
73,73,91,73
70,70,1,54
37,37,12,12
28,28,39,9
90,90,13,90
95,55,55,55
88,88,78,88
68,68,80,40
38,38,34,38
95,73,73,73
77,6,6,6
16,51,51,51
58,58,81,58
99,61,61,61
39,39,7,39
56,56,73,56
17,17,33,17
33,33,96,96
77,77,18,4
63,63,27,4
87,87,10,87
75,75,26,36
4,4,50,64
16,16,93,87
94,94,33,94
55,55,36,72
76,76,72,76
60,60,27,49
97,97,21,21
1,1,67,32
0,0,10,0
75,75,66,75
31,31,33,97
55,3,3,95
71,71,18,45
75,75,63,3
52,52,33,47
6,6,7,79
43,43,45,42
14,1,1,45
84,84,6,84
14,14,18,18
51,51,6,6
1,1,26,1
88,88,38,43
53,53,47,53
66,66,27,27
5,5,25,25
56,56,59,59
32,32,10,61
52,52,47,42
40,28,28,28
24,24,7,24
86,86,16,86
54,54,33,92
54,54,82,82
88,88,42,42
61,61,16,16
87,87,40,87
54,54,62,62
24,24,18,34
10,84,84,84
85,85,66,41
17,17,44,37
90,90,12,58
22,22,10,10
86,86,6,86
77,77,93,80
79,79,26,79
94,94,33,76
45,45,78,74
0,0,10,0
39,39,71,71
89,89,58,89
82,82,62,82
41,41,2,48
87,87,93,20
91,91,26,26
73,73,27,73
4,4,54,55
62,62,1,1
72,72,4,4
98,98,46,11
10,10,93,80
11,35,35,35
28,28,11,28
38,34,34,34
74,27,27,78
70,70,83,70
13,13,58,58
7,26,26,26
15,15,19,19
24,26,26,26
76,76,73,76
98,98,35,98
67,73,73,75
79,18,18,18
15,15,63,38
47,47,52,52
47,47,70,47
93,93,39,66
73,67,67,67
13,81,81,81
26,26,93,26
70,70,51,70
95,95,30,30
60,60,23,60
70,70,83,70
11,35,35,35
82,82,62,62
66,81,81,81
34,34,42,34
6,6,88,7
65,65,27,65
62,62,51,62
74,62,62,78
46,31,31,31
36,36,47,50
88,42,42,42
96,47,47,47
48,48,41,41
79,79,5,18
50,74,74,74
19,19,26,31
83,57,57,57
66,66,72,66
68,68,39,67
97,66,66,66
64,66,66,66
16,16,2,2
61,63,63,63
16,16,48,16
84,84,80,95
18,18,96,44
29,29,34,34
63,93,93,93
57,53,53,53
9,84,84,84
38,77,77,77
43,72,72,93
74,97,97,97
15,15,72,15
1,1,93,1
67,93,93,93
91,33,33,33
1,1,78,1
84,84,45,45
69,69,18,69
13,13,90,90
10,10,82,82
33,33,96,33
80,55,55,55
68,68,90,90
30,30,95,95
8,8,39,86
3,21,21,21
13,81,81,81
45,45,26,26
18,78,78,78
20,14,14,26
35,11,11,11
28,28,18,84
93,93,63,63
5,5,2,2
53,53,1,53
34,34,80,34
27,27,44,63
93,93,67,67
18,18,44,44
44,44,11,80
93,93,73,73
37,37,85,85
77,66,66,66
46,35,35,35
31,31,42,31
69,69,63,67
47,47,96,96
57,57,77,86
30,95,95,95
85,27,27,27
80,80,78,27
1,1,36,36
82,82,70,82
45,48,48,48
66,66,38,66
18,18,80,44
58,58,89,58
31,31,38,19
42,42,33,43
23,23,63,73
90,90,81,81
18,6,6,6
83,83,53,53
19,31,31,31
51,51,62,51
80,80,38,27
23,23,96,23
64,64,93,74
61,61,10,61
40,35,35,35
51,51,2,11
99,99,63,99
28,28,39,40
19,19,78,74
63,63,47,96
7,7,34,34
97,97,66,97
78,27,27,27
34,34,47,50
84,71,71,71
13,58,58,58
50,50,24,74
17,17,93,76
28,28,10,28
29,29,91,29
10,10,63,67
57,99,99,99
83,83,14,83
83,83,62,62
53,53,14,62
